flybase_id	rpkm2	rpkm6	rpkm8	rpkm10	gene_name	cgid	chr	start	stop	strand
FBgn0038307	32.81	32.89	31.44	39.54	mRpS10	CG4247	chr3R	11055378	11057408	+
FBgn0038309	0.04	0.04	0.15	0.02	CG6499	CG6499	chr3R	11072969	11074859	-
FBgn0038311	1.02	1.04	0.5	0.6	CG14864	CG14864	chr3R	11092451	11094260	-
FBgn0038312	6.82	8.16	5.81	8.06	CG4334	CG4334	chr3R	11094405	11096254	+
FBgn0038313	33.77	49.05	48.66	56.67	CG4338	CG4338	chr3R	11101258	11102196	+
FBgn0038315	0	0.3	0.28	1.11	CG14866	CG14866	chr3R	11142195	11144012	+
FBgn0038316	6.53	1.49	1.58	3.69	CG6276	CG6276	chr3R	11143924	11145768	-
FBgn0038318	23.48	13.64	10.94	9.77	CG6236	CG6236	chr3R	11151039	11154000	-
FBgn0038319	51.07	70.18	67.94	92.03	mRpL9	CG31478	chr3R	11156462	11157314	+
FBgn0038320	74.39	88.1	70.59	52.64	Sra-1	CG4931	chr3R	11159001	11164103	+
FBgn0038321	8.83	31.66	18.43	25.13	CG6218	CG6218	chr3R	11163630	11168978	-
FBgn0038323	13.07	16.08	12.12	11.88	CG6196	CG6196	chr3R	11176067	11176741	-
FBgn0038324	9.85	11.55	12.52	9.79	CG5038	CG5038	chr3R	11176949	11179648	+
FBgn0038325	13.03	6.5	5.15	5.01	CG6194	CG6194	chr3R	11179433	11182641	-
FBgn0038326	13.99	24.58	27.49	48.29	CG5044	CG5044	chr3R	11182967	11184982	+
FBgn0038327	30.25	48.71	23.66	18.95	Trax	CG5063	chr3R	11187446	11188573	+
FBgn0038330	3.71	0.84	1.17	2.72	CG14868	CG14868	chr3R	11193658	11195656	-
FBgn0038331	20.04	37.49	29.55	19.07	CG5073	CG5073	chr3R	11197681	11199970	+
FBgn0038332	10.55	9.51	7.57	6.08	CG6136	CG6136	chr3R	11195757	11197898	-
FBgn0038333	0	0.18	0.88	1.22	CG14867	CG14867	chr3R	11206907	11207621	+
FBgn0038334	0.02	0.06	0.18	0.32	h-cup	CG6130	chr3R	11207129	11208673	-
FBgn0038337	0.15	0.23	0.05	0.14	CG6125	CG6125	chr3R	11228526	11232789	-
FBgn0038339	0.05	5.11	4.43	17.82	CG6118	CG6118	chr3R	11246826	11259906	-
FBgn0038341	0.78	4.62	15.54	15.55	CG14869	CG14869	chr3R	11267965	11301915	-
FBgn0038342	0.07	0.17	0.77	2.26	CG14870	CG14870	chr3R	11307628	11308626	+
FBgn0038343	0.12	0.04	0	0.06	CG14871	CG14871	chr3R	11310452	11311118	-
FBgn0038344	7.77	5.33	6.1	6.14	CG5205	CG5205	chr3R	11311865	11319033	+
FBgn0038345	0	0	0	0	CG5213	CG5213	chr3R	11320324	11321348	+
FBgn0038346	0.17	2.98	0.16	0.24	CG14872	CG14872	chr3R	11333781	11335362	-
FBgn0038347	5.41	0.62	1.17	1.68	CG18522	CG18522	chr3R	11357859	11363010	-
FBgn0038348	0.03	0.02	0.01	0.04	CG18519	CG18519	chr3R	11363565	11368113	-
FBgn0038349	14.95	0.36	0.12	0.21	CG6045	CG6045	chr3R	11368474	11373457	-
FBgn0038350	0.09	0.03	0.03	0.02	CG18516	CG18516	chr3R	11374350	11378494	-
FBgn0038351	0.02	0.26	0.15	0.05	CG5302	CG5302	chr3R	11458605	11464977	+
FBgn0038353	0	8.68	1.33	4.57	CG5399	CG5399	chr3R	11520992	11522286	+
FBgn0038354	0.02	0.01	0.01	0.02	CG5404	CG5404	chr3R	11530417	11534156	+
FBgn0038355	0	0	0.03	0	CG4520	CG4520	chr3R	11570376	11571745	+
FBgn0038356	0.07	0	0	0	CG12784	CG12784	chr3R	11588837	11589286	+
FBgn0038357	0	0	0	0.03	CG5623	CG5623	chr3R	11591968	11593160	-
FBgn0038358	0.26	0.51	1.26	2.7	CG4525	CG4525	chr3R	11600097	11603364	+
FBgn0038359	0.08	0	0	0	CG5614	CG5614	chr3R	11605527	11606708	+
FBgn0038360	17.47	19.42	18.52	24.04	CG9590	CG9590	chr3R	11612423	11614063	+
FBgn0038361	1.96	0.31	0.48	0.51	CG9589	CG9589	chr3R	11614243	11615214	+
FBgn0038363	22.52	30.9	20.83	21.41	Acyp2	CG18505	chr3R	11618461	11619116	+
FBgn0038364	43.07	49.28	38.21	20.36	CG4699	CG4699	chr3R	11619498	11627658	+
FBgn0038365	3.55	4.56	2.62	1.98	CG9593	CG9593	chr3R	11627866	11629261	+
FBgn0038366	0.43	1.06	1.92	3.54	CG4576	CG4576	chr3R	11651471	11656044	+
FBgn0038368	2.35	0.84	0.54	0.12	CG14876	CG14876	chr3R	11659184	11660147	-
FBgn0038369	29.11	119.88	172.77	171.52	Arpc3A	CG4560	chr3R	11660370	11661434	+
FBgn0038371	5.89	4.07	4.9	3.01	Pbp45	CG9597	chr3R	11663868	11665193	-
FBgn0038373	0.3	0.66	1.51	1.18	CG4546	CG4546	chr3R	11672230	11674158	+
FBgn0038376	14.24	20.21	21.84	25.74	Hmt-1	CG4225	chr3R	11679590	11683194	-
FBgn0038377	0	0	0	0	CG9632	CG9632	chr3R	11685918	11687200	+
FBgn0038380	0	0	0	0	CG14877	CG14877	chr3R	11714916	11715837	-
FBgn0038381	29.29	33.8	109.63	175.01	CG3303	CG3303	chr3R	11734156	11736089	+
FBgn0038385	43.15	4.68	6.36	7.76	CG4221	CG4221	chr3R	11746635	11758614	+
FBgn0038386	3.25	0.68	0.41	0.58	CG5478	CG5478	chr3R	11758422	11759456	-
FBgn0038387	15.47	22.27	26.94	39.39	blp	CG5268	chr3R	11759586	11760668	+
FBgn0038388	35.77	11.75	8.99	11.85	CG4287	CG4287	chr3R	11787889	11789571	-
FBgn0038389	66.91	34.54	25.49	21.28	CG5516	CG5516	chr3R	11789610	11790479	+
FBgn0038390	62.07	12.71	2.3	1.06	Rbf2	CG5083	chr3R	11791173	11793862	+
FBgn0038391	1.99	6.4	8.3	10.96	GATAe	CG10278	chr3R	11837993	11844855	+
FBgn0038392	0	0	0	0	CG17631	CG17631	chr3R	11849343	11850009	+
FBgn0038394	0.12	0.27	0	0.98	CG10264	CG10264	chr3R	11869339	11870439	+
FBgn0038395	3.97	7.35	7.56	6.16	CG10407	CG10407	chr3R	11870511	11871693	-
FBgn0038396	31.08	34.4	15.8	13.71	CG5013	CG5013	chr3R	11875393	11876415	+
FBgn0038397	0.39	0.24	0.35	0.2	CG10185	CG10185	chr3R	11886409	11893234	-
FBgn0038398	0.02	0.32	0.54	0.33	sxe2	CG4979	chr3R	11911227	11912951	+
FBgn0038400	50.02	83.63	102.05	165.78	CG5903	CG5903	chr3R	11971397	11972577	-
FBgn0038401	8.01	11.06	20.21	26.65	CG5916	CG5916	chr3R	11972741	11975115	+
FBgn0038402	0.03	0.49	2.24	2.31	Fer2	CG5952	chr3R	11975291	11977064	-
FBgn0038404	0	0.07	0.16	0.75	CG8925	CG8925	chr3R	11997731	12006200	+
FBgn0038405	2.12	0.77	0.52	0.78	CG8927	CG8927	chr3R	12006742	12011958	+
FBgn0038407	1.12	1.23	1.45	2.88	CG6126	CG6126	chr3R	12023724	12028802	-
FBgn0038412	0.55	0.49	0.76	1.84	Zip3	CG6898	chr3R	12131485	12134424	+
FBgn0038414	0.02	0.15	0.12	0.11	CG6901	CG6901	chr3R	12149185	12150775	+
FBgn0038415	0.06	0.19	0.09	0.04	CG17929	CG17929	chr3R	12151295	12153053	+
FBgn0038416	0.06	0.44	0.17	0.34	CG17930	CG17930	chr3R	12153572	12155345	+
FBgn0038418	8.11	4.39	2.66	1.73	pad	CG10309	chr3R	12168040	12171551	+
FBgn0038419	4.19	1.89	1.69	2.13	CG14879	CG14879	chr3R	12171855	12174946	-
FBgn0038420	0.1	0.77	0.59	2.8	CG10311	CG10311	chr3R	12176627	12182733	-
FBgn0038421	198.15	115.53	84.29	83.45	CG17931	CG17931	chr3R	12183866	12185038	-
FBgn0038422	0.01	0.1	0.14	0.59	CG14880	CG14880	chr3R	12186051	12194026	-
FBgn0038423	0.03	0	0	0	CG10317	CG10317	chr3R	12195093	12196255	-
FBgn0038424	22.93	12.06	12.97	18.3	CG17565	CG17565	chr3R	12258703	12260462	+
FBgn0038425	14.02	6.88	6.91	9.54	CG14881	CG14881	chr3R	12260647	12261788	+
FBgn0038426	39.69	49.87	58.68	80.2	mRpS33	CG10406	chr3R	12261767	12262315	-
FBgn0038427	36.77	16.66	15.04	17.05	CG12753	CG12753	chr3R	12262602	12267382	-
FBgn0038428	96.68	9.22	14.29	28.76	CG14894	CG14894	chr3R	12267726	12268729	-
FBgn0038429	3.91	4.69	7.34	7.53	CG14882	CG14882	chr3R	12268976	12270534	+
FBgn0038431	4.84	3.92	2.37	1.93	CG10405	CG10405	chr3R	12280287	12281522	+
FBgn0038432	12.19	13.17	17.81	21.88	CG14883	CG14883	chr3R	12281776	12283928	+
FBgn0038435	1.27	0.29	0.43	1.06	Gyc-89Da	CG14885	chr3R	12298435	12301199	+
FBgn0038436	1.07	2.98	5.12	17.43	Gyc-89Db	CG14886	chr3R	12303093	12306794	+
FBgn0038437	29.35	3.93	2.44	9.54	CG14898	CG14898	chr3R	12307583	12308143	-
FBgn0038438	22.78	4.13	4.98	9.76	CG14899	CG14899	chr3R	12308416	12310125	-
FBgn0038439	0	0.4	0.9	3.48	Cad89D	CG14900	chr3R	12310288	12321141	-
FBgn0038440	0.06	0	0.03	0.09	Gr89a	CG14901	chr3R	12323539	12324681	-
FBgn0038445	0.08	0.04	0.04	0.02	CG14891	CG14891	chr3R	12397238	12398885	+
FBgn0038446	19.04	7.58	4.86	8.96	CG14903	CG14903	chr3R	12398949	12399440	-
FBgn0038447	0	0.1	0.05	0.15	CG14892	CG14892	chr3R	12420820	12422776	+
FBgn0038448	0.02	0.01	0	0.04	CG12783	CG12783	chr3R	12437351	12439122	-
FBgn0038449	0.08	0.4	0.36	1.97	CG17562	CG17562	chr3R	12441033	12442876	+
FBgn0038450	0.02	0.19	0.17	1.81	CG17560	CG17560	chr3R	12443672	12445600	+
FBgn0038451	0	0.01	0.02	0	CG14893	CG14893	chr3R	12446551	12448424	+
FBgn0038452	0.09	0.77	2.21	3.44	CG14905	CG14905	chr3R	12448598	12450342	-
FBgn0038453	137.89	31.54	26.6	24.18	CG10326	CG10326	chr3R	12469327	12470887	+
FBgn0038454	39.02	18.41	12.14	8.58	CG10324	CG10324	chr3R	12470598	12472711	-
FBgn0038455	10.72	11.88	17.77	20.42	CG14907	CG14907	chr3R	12475702	12477999	-
FBgn0038458	0.12	0.16	0	0.12	CG14909	CG14909	chr3R	12800940	12801206	+
FBgn0038460	0.15	0.38	0.82	2.01	CG18622	CG18622	chr3R	12809232	12813660	-
FBgn0038461	31.41	22	17.05	17.68	CG3678	CG3678	chr3R	12816184	12817589	-
FBgn0038462	10.87	13.75	7.47	7.75	CG17556	CG17556	chr3R	12820258	12821810	-
FBgn0038463	11.25	7.67	9.05	10.71	CG3534	CG3534	chr3R	12822174	12825172	+
FBgn0038464	67.76	58.08	39.65	35	CG16941	CG16941	chr3R	12825101	12828077	-
FBgn0038465	0.47	10.12	7.87	19.44	Irc	CG8913	chr3R	12828599	12832930	+
FBgn0038466	0.19	0.91	0.36	0.94	CG8907	CG8907	chr3R	12833996	12838273	+
FBgn0038467	21.5	44.51	57.63	55.44	CG3590	CG3590	chr3R	12844502	12846810	-
FBgn0038468	0	0.06	0.02	0.02	CG5225	CG5225	chr3R	12854428	12856423	+
FBgn0038469	0.05	0.06	0.08	0.12	CG4009	CG4009	chr3R	12859683	12861740	-
FBgn0038470	20.31	5.28	1.58	0.43	CG18213	CG18213	chr3R	12862116	12865924	-
FBgn0038471	58.51	29.49	20.77	21.74	CG5220	CG5220	chr3R	12866406	12867688	+
FBgn0038472	43.12	31.15	20.37	19.15	CG3995	CG3995	chr3R	12867617	12868826	-
FBgn0038473	86.51	140.22	109.19	85.09	ns1	CG3983	chr3R	12896245	12898509	-
FBgn0038474	45.69	50.17	37.97	46.63	mRpS11	CG5184	chr3R	12898453	12899517	+
FBgn0038475	31.92	11.63	10.82	8.76	Keap1	CG3962	chr3R	12899661	12905665	-
FBgn0038476	1293.74	446.3	144.93	44.57	kuk	CG5175	chr3R	12905951	12910550	+
FBgn0038478	30.44	20.3	10.52	9.45	cal1	CG5148	chr3R	12914013	12917663	+
FBgn0038479	0	0.03	0	0.04	CG17477	CG17477	chr3R	12951810	12952660	-
FBgn0038481	0	0.04	0	0.23	CG17475	CG17475	chr3R	12955137	12956141	-
FBgn0038482	0.13	0	0.2	0.09	CG4053	CG4053	chr3R	12957150	12957881	-
FBgn0038484	0.03	0.08	0	0.06	CG5246	CG5246	chr3R	12961833	12962917	+
FBgn0038485	0	0.05	0	0	CG5255	CG5255	chr3R	12963631	12964589	+
FBgn0038486	0.02	0	0	0	CG5265	CG5265	chr3R	12964829	12966856	+
FBgn0038487	0.14	1.53	0.73	2.44	TwdlW	CG4060	chr3R	12966920	12968120	-
FBgn0038488	31.64	12.48	13.64	14.8	m-cup	CG11896	chr3R	12971174	12975129	-
FBgn0038490	3.31	1.71	1.82	2.29	CG5285	CG5285	chr3R	12976378	12977281	+
FBgn0038491	26.36	13.06	10.87	9.7	CG5292	CG5292	chr3R	12977588	12978829	+
FBgn0038492	0.57	0.11	0.13	0.16	Mur89F	CG4090	chr3R	12979242	12985670	-
FBgn0038494	0.19	16.17	15.4	3.57	beat-IIb	CG4135	chr3R	13057975	13073598	-
FBgn0038498	0.17	18.29	22.69	7.69	beat-IIa	CG14334	chr3R	13145721	13191839	-
FBgn0038499	24.51	23.12	20.55	18.94	Brf	CG31256	chr3R	13200555	13217054	-
FBgn0038500	0	0.35	0.46	0.43	CG14333	CG14333	chr3R	13210374	13210682	+
FBgn0038501	33.91	25.01	20.81	10.99	CG5319	CG5319	chr3R	13211626	13215987	+
FBgn0038504	13.78	15.28	12.47	4.89	Sur-8	CG5407	chr3R	13220921	13228233	-
FBgn0038505	0.02	0	0	0.05	CG17283	CG17283	chr3R	13233604	13235001	+
FBgn0038506	0	0	0	0	CG5860	CG5860	chr3R	13235341	13236453	+
FBgn0038507	0	0	0	0.03	CG5863	CG5863	chr3R	13236897	13238084	+
FBgn0038508	0	0	0	0.05	CG5866	CG5866	chr3R	13241468	13242088	+
FBgn0038509	0	0	0	0	CG14332	CG14332	chr3R	13247524	13247898	-
FBgn0038510	0.06	0	0	0.03	CG14331	CG14331	chr3R	13264690	13266450	-
FBgn0038511	0.03	1.83	3.42	12.75	CG5873	CG5873	chr3R	13251494	13272215	+
FBgn0038512	0.01	0	0	0	CG14330	CG14330	chr3R	13277702	13282498	-
FBgn0038515	22.15	24.14	25.36	21.2	CG5823	CG5823	chr3R	13358041	13360297	-
FBgn0038516	18.52	15.08	12.95	23.21	CG5840	CG5840	chr3R	13361409	13362858	+
FBgn0038519	93.67	19.37	28.5	70.95	Prx5037	CG5826	chr3R	13370950	13372231	-
FBgn0038522	0.18	0.87	2.34	1.99	CG18139	CG18139	chr3R	13393676	13394026	+
FBgn0038523	0	0	0	0.06	CG7587	CG7587	chr3R	13420108	13420783	+
FBgn0038524	14.3	19.1	17.89	17.93	sll	CG7623	chr3R	13431824	13434263	+
FBgn0038525	0.03	0.06	0.1	0.12	CG14329	CG14329	chr3R	13435084	13436255	+
FBgn0038526	0	0.43	0.19	0.35	CG14327	CG14327	chr3R	13439560	13440655	+
FBgn0038527	0	0	0	0	CG14324	CG14324	chr3R	13444001	13444513	-
FBgn0038528	0.08	0	0	0.16	CG14326	CG14326	chr3R	13444855	13445333	+
FBgn0038529	0.05	0.07	0	0.05	CG14323	CG14323	chr3R	13447190	13447822	-
FBgn0038530	0	0	0	0	AttD	CG7629	chr3R	13450990	13451810	+
FBgn0038531	0	0.08	0.03	0.19	CG14325	CG14325	chr3R	13452849	13454734	+
FBgn0038532	9.39	8.23	7.45	3.77	CG14322	CG14322	chr3R	13473666	13494939	+
FBgn0038533	36.06	29.23	26.23	26.36	CG7523	CG7523	chr3R	13494941	13496616	-
FBgn0038535	146.55	120.81	90.49	38.42	alt	CG18212	chr3R	13499903	13508234	-
FBgn0038536	29.11	83.01	66.95	84.31	CG7655	CG7655	chr3R	13508393	13509476	+
FBgn0038538	51.72	0.22	0.17	0.34	pxt	CG7660	chr3R	13545174	13548677	+
FBgn0038539	0	0	0	0.05	Atg8b	CG12334	chr3R	13550146	13550766	-
FBgn0038540	11.53	24.11	11.61	8.26	CG14321	CG14321	chr3R	13559360	13559807	+
FBgn0038541	0	0.02	0.02	0.08	TyrRII	CG16766	chr3R	13565657	13571642	+
FBgn0038542	0.46	0.02	0.02	0.12	CG7431	CG7431	chr3R	13577504	13583283	-
FBgn0038543	0.17	1.49	2.51	6.67	CG7397	CG7397	chr3R	13595816	13600009	-
FBgn0038544	0.16	1.27	2.19	5.03	CG14318	CG14318	chr3R	13602968	13609720	-
FBgn0038545	40.39	34.73	26.59	27.36	CG7713	CG7713	chr3R	13620788	13622039	+
FBgn0038546	56.77	53.34	29.24	28.52	CG7379	CG7379	chr3R	13622088	13624047	-
FBgn0038547	1.07	1.44	1.26	0.77	CG17803	CG17803	chr3R	13624599	13627015	-
FBgn0038548	10.16	5.76	4.56	4.11	CG17806	CG17806	chr3R	13627262	13628951	-
FBgn0038549	10.48	8.18	3.7	2.25	CG17802	CG17802	chr3R	13628953	13630970	-
FBgn0038550	0.18	0.04	0.07	0.06	CG17801	CG17801	chr3R	13631627	13632807	-
FBgn0038551	71.53	32.26	18.46	15.24	CG7357	CG7357	chr3R	13633118	13634946	-
FBgn0038552	70.81	59.33	38.08	32.05	CG18012	CG18012	chr3R	13635117	13636854	-
FBgn0038554	6.4	38.88	42.27	17.48	tinc	CG31247	chr3R	13677739	13698239	+
FBgn0038558	0	0	0	0	CG12347	CG12347	chr3R	13732167	13732880	+
FBgn0038564	18.53	4.23	3.05	2.33	CG7785	CG7785	chr3R	13847327	13849413	+
FBgn0038565	0.61	0.07	0.09	0.13	CG7794	CG7794	chr3R	13849429	13851100	+
FBgn0038566	331.82	0.05	0.11	0.07	CG14317	CG14317	chr3R	13906843	13908189	+
FBgn0038567	0.02	0	0	0	CG14316	CG14316	chr3R	13977842	13979364	+
FBgn0038568	0	0	0	0.05	CG14315	CG14315	chr3R	13984492	13985145	+
FBgn0038569	23.12	24.61	20.85	20.23	CG7218	CG7218	chr3R	13987487	13990115	-
FBgn0038570	132.33	44.11	34.16	52.47	Prx5	CG7217	chr3R	13991164	13992967	-
FBgn0038571	132.33	44.11	34.16	52.47	CG7215	CG7215	chr3R	13991164	13992967	-
FBgn0038574	54.01	20.69	29.82	41.92	cdm	CG7212	chr3R	14005435	14009201	-
FBgn0038575	16.76	0.58	0.25	0.19	CG7208	CG7208	chr3R	14009378	14011437	-
FBgn0038576	27.13	20.27	12.09	11.29	Arp5	CG7940	chr3R	14011241	14013597	+
FBgn0038577	27	18	12.74	13.75	CG12321	CG12321	chr3R	14013527	14014384	-
FBgn0038578	29.08	25.37	17.21	13.09	MED17	CG7957	chr3R	14014787	14016987	+
FBgn0038579	0.92	0.5	0.49	0.66	CG14313	CG14313	chr3R	14016966	14017689	-
FBgn0038581	0.33	0.43	0.82	2.05	CG14314	CG14314	chr3R	14041856	14043741	+
FBgn0038582	9.4	19.15	15.62	16.41	CG7988	CG7988	chr3R	14046248	14047195	+
FBgn0038583	26.46	11.08	8.28	7.45	CG7183	CG7183	chr3R	14043850	14046421	-
FBgn0038584	14.49	17.65	11.8	13.21	CG7175	CG7175	chr3R	14047244	14049403	-
FBgn0038585	126.02	146.68	123.45	108.67	CG7993	CG7993	chr3R	14049449	14050664	+
FBgn0038586	19.22	17.01	9.98	8.92	CG7168	CG7168	chr3R	14050624	14051769	-
FBgn0038587	30.79	6.31	6.05	27.43	CG7998	CG7998	chr3R	14052113	14054440	+
FBgn0038588	19.85	7.79	9.08	8.52	CG7156	CG7156	chr3R	14065142	14067906	-
FBgn0038589	4.73	5.49	4.14	4.04	CG18598	CG18598	chr3R	14076836	14077262	+
FBgn0038590	15.44	11.35	8.36	7.4	CG12320	CG12320	chr3R	14077220	14078450	-
FBgn0038592	0.03	0.41	1.2	2.21	CG18599	CG18599	chr3R	14093510	14096895	+
FBgn0038593	28.03	3.52	6.07	9.23	CG7146	CG7146	chr3R	14096908	14100168	-
FBgn0038595	0.72	0.43	0.5	0.22	CG7142	CG7142	chr3R	14103885	14105252	-
FBgn0038596	0.19	1.8	3.6	13.93	CG14312	CG14312	chr3R	14108793	14109176	-
FBgn0038597	32.75	69.43	68.96	54.16	CG8064	CG8064	chr3R	14109384	14112351	+
FBgn0038598	1.77	1.26	1.75	1.67	CG7131	CG7131	chr3R	14112337	14114499	-
FBgn0038601	75.83	55.82	51.91	44.05	CG18600	CG18600	chr3R	14125918	14127458	-
FBgn0038602	0.15	0	0.17	0.27	CG7126	CG7126	chr3R	14127892	14128571	-
FBgn0038603	0.08	2.82	8.28	16.52	PKD	CG7125	chr3R	14128998	14140129	-
FBgn0038606	0.02	0.03	0.07	0.03	CG15803	CG15803	chr3R	14178556	14181249	-
FBgn0038607	0.08	0.06	0.07	0.15	CG7669	CG7669	chr3R	14187716	14189999	+
FBgn0038608	37.7	30.82	6.5	4	WRNexo	CG7670	chr3R	14189966	14191898	-
FBgn0038609	35.2	22.87	13.53	8.36	CG7671	CG7671	chr3R	14192378	14193635	+
FBgn0038610	0	15.44	35.72	110.81	CG7675	CG7675	chr3R	14203842	14206897	-
FBgn0038611	0	0.04	0.08	0.14	CG14309	CG14309	chr3R	14206851	14210723	-
FBgn0038612	0	0.13	0.12	0.12	cona	CG7676	chr3R	14211550	14212611	+
FBgn0038613	0.06	0.46	0.34	2.21	CG7678	CG7678	chr3R	14212555	14215525	-
FBgn0038617	8.08	6.04	5.54	7.14	CG12333	CG12333	chr3R	14226091	14228435	-
FBgn0038619	10.1	11.97	8.05	8.94	CG7685	CG7685	chr3R	14230732	14231724	+
FBgn0038621	1.63	3.04	5.28	8.38	CG10864	CG10864	chr3R	14235923	14237092	-
FBgn0038626	0	0	0.03	0	CG7691	CG7691	chr3R	14385591	14387076	+
FBgn0038627	20.43	0.98	0.95	2.2	CG7694	CG7694	chr3R	14398817	14416448	+
FBgn0038628	1.95	0.26	0.22	0.32	CG14306	CG14306	chr3R	14416822	14418600	+
FBgn0038629	0.04	0.4	0.93	2.37	CG14304	CG14304	chr3R	14418740	14447049	-
FBgn0038630	0.05	0.03	0	0	CG14305	CG14305	chr3R	14424478	14425819	+
FBgn0038631	0	0.03	0.05	0	CG7695	CG7695	chr3R	14442476	14443205	-
FBgn0038632	0.1	0.07	0.17	0.29	CG14301	CG14301	chr3R	14454870	14467179	-
FBgn0038633	2.79	0.22	0.25	0.23	CG14303	CG14303	chr3R	14470177	14475859	+
FBgn0038638	2.96	13.68	26.95	35.45	CG7702	CG7702	chr3R	14495114	14500401	+
FBgn0038639	35.34	18.61	13.29	17.05	CG7705	CG7705	chr3R	14500376	14503278	-
FBgn0038640	26.56	9.92	7.73	5.91	CG7706	CG7706	chr3R	14503605	14506043	+
FBgn0038641	0.04	0.14	0.15	0.29	CG7708	CG7708	chr3R	14506328	14511029	+
FBgn0038642	0	0.38	0.1	0.41	Muc91C	CG7709	chr3R	14513308	14518441	-
FBgn0038643	0	0.06	0	0.1	CG14300	CG14300	chr3R	14519010	14519417	-
FBgn0038645	0.07	0.39	0.26	1.46	CG7714	CG7714	chr3R	14551116	14552156	-
FBgn0038646	0.15	0.26	0.17	2.3	CG7715	CG7715	chr3R	14553293	14554190	-
FBgn0038647	0.73	1.84	1.09	4.58	CG14302	CG14302	chr3R	14558423	14558756	+
FBgn0038649	10.82	15.61	21.05	28.45	CG7718	CG7718	chr3R	14569785	14571763	-
FBgn0038651	2.56	5.43	6.4	4.76	CG14299	CG14299	chr3R	14576294	14584588	-
FBgn0038652	1	0.36	0.51	2.15	CG7720	CG7720	chr3R	14584958	14620876	-
FBgn0038653	0.08	0.16	0.1	0.12	CG18208	CG18208	chr3R	14631873	14674946	-
FBgn0038654	0.27	0.06	0.05	0.48	CG14298	CG14298	chr3R	14701430	14702928	+
FBgn0038655	0.12	0	0.03	0	CG14297	CG14297	chr3R	14723840	14725064	+
FBgn0038656	0.05	0	0	0	CG14294	CG14294	chr3R	14727384	14727986	-
FBgn0038658	1.08	0.71	0.33	1.74	CG14292	CG14292	chr3R	14730655	14731377	-
FBgn0038659	16.66	43.74	50.55	24.36	endoA	CG14296	chr3R	14732332	14736070	+
FBgn0038660	4.42	16.09	16.7	22.78	CG14291	CG14291	chr3R	14736773	14738641	-
FBgn0038662	41.27	32.18	22.46	37.91	CG14290	CG14290	chr3R	14752813	14754396	-
FBgn0038665	10.09	3.72	1.89	0.77	CG12269	CG12269	chr3R	14804023	14804531	-
FBgn0038666	50.73	37.56	26.03	27.26	CG5451	CG5451	chr3R	14804697	14806829	-
FBgn0038667	128.87	92.06	60.77	64.17	snRNP-U1	CG5454	chr3R	14808678	14809370	-
FBgn0038672	22.64	7.01	5.36	4.94	CG6005	CG6005	chr3R	14848323	14849744	-
FBgn0038673	58.23	21.01	26.67	31.71	CG14286	CG14286	chr3R	14849814	14850575	+
FBgn0038674	1.44	5.68	7.97	30.06	CG14285	CG14285	chr3R	14850837	14851925	+
FBgn0038675	47.3	15.83	15.42	17.55	CG6013	CG6013	chr3R	14857251	14858131	+
FBgn0038676	0.17	2.05	2.4	6.05	CG6026	CG6026	chr3R	14865234	14869965	+
FBgn0038678	31.39	47.72	49.96	75.12	mRpL55	CG14283	chr3R	14920110	14920619	-
FBgn0038679	0.14	3.13	10.85	13.53	CG6040	CG6040	chr3R	14949722	14957661	+
FBgn0038680	0.03	0.11	0.27	0.3	Cyp12a5	CG11821	chr3R	14958174	14960429	+
FBgn0038681	0.04	0.27	0.44	0.61	Cyp12a4	CG6042	chr3R	14960881	14962862	+
FBgn0038682	0.38	1.21	2.16	7.8	CG5835	CG5835	chr3R	14974354	14979402	-
FBgn0038683	7.7	13.54	21.25	29.51	CG11779	CG11779	chr3R	14974351	14985600	-
FBgn0038685	0.03	0.02	0.08	0.21	CG14282	CG14282	chr3R	15002722	15003655	+
FBgn0038686	11.84	8.46	7.84	6.53	CG5555	CG5555	chr3R	15003802	15006044	-
FBgn0038690	0.42	0.02	0.06	0	CG11703	CG11703	chr3R	15052625	15053902	-
FBgn0038691	0.24	0.02	0	0	CG5250	CG5250	chr3R	15053939	15054998	-
FBgn0038692	10.93	15.18	10.77	10.05	CG3773	CG3773	chr3R	15055215	15056554	+
FBgn0038693	0.75	0.74	0.65	0.77	unc79	CG5237	chr3R	15056486	15071852	-
FBgn0038694	0	0.16	0.04	0	CG5217	CG5217	chr3R	15072774	15073867	-
FBgn0038695	0.02	0.04	0.02	0.02	CG14280	CG14280	chr3R	15082988	15085604	+
FBgn0038697	0.03	0.02	0.04	0	CG3581	CG3581	chr3R	15199479	15200471	-
FBgn0038700	0.08	0.35	0.2	0.86	CG3734	CG3734	chr3R	15213581	15215599	+
FBgn0038701	0.1	0.35	0.46	0.89	CG18493	CG18493	chr3R	15215994	15217854	+
FBgn0038702	0.04	0.07	0.02	0	CG3739	CG3739	chr3R	15218912	15220911	+
FBgn0038704	31.08	19.56	17.51	13.06	CG5316	CG5316	chr3R	15229177	15232016	+
FBgn0038705	0.28	0.23	0.65	0.31	CG11626	CG11626	chr3R	15234897	15236987	+
FBgn0038706	0.04	0	0.05	0.02	CG3517	CG3517	chr3R	15249479	15250921	-
FBgn0038708	0	0.06	0.09	0	CG6255	CG6255	chr3R	15287601	15288788	-
FBgn0038709	0	0.14	0.13	0.05	CG15025	CG15025	chr3R	15315292	15316837	-
